evidence_kind,time_s,step,rate_control,instantaneous_selectivity_control,cumulative_product_control
software_fixture_not_chemical_prediction,7.214428857715431,bound_alcohol_decarbonylation,-6.113750552234443e-06,-4.2324626447842764e-07,-5.99778672279487e-06
software_fixture_not_chemical_prediction,7.214428857715431,arm_cleavage,-1.795936030916988e-05,1.713112796761164e-11,-1.7833727537223822e-05
software_fixture_not_chemical_prediction,7.214428857715431,bound_alcohol_arm_cleavage,-7.24984774319552e-05,6.627057469411543e-11,-7.05578843675913e-05
software_fixture_not_chemical_prediction,14.428857715430862,alcohol_coordination,-0.0012502803596669261,2.6641187169523795e-08,0.00218974972229256
software_fixture_not_chemical_prediction,14.428857715430862,alcohol_h_transfer,-0.04408778364176363,2.5668415764429353e-07,-0.015164375856919791
software_fixture_not_chemical_prediction,14.428857715430862,aldehyde_release,-0.004460283475408458,5.295194748823617e-09,0.005518505468856918
software_fixture_not_chemical_prediction,14.428857715430862,imine_coordination,0.3935713226581053,-6.170178679099081e-08,0.4008867328281698
software_fixture_not_chemical_prediction,14.428857715430862,imine_hydrogenation,0.5289075531087839,-8.386555994110978e-08,0.543878900662661
software_fixture_not_chemical_prediction,14.428857715430862,product_release,0.0029343442745318696,-8.810533643800744e-10,0.017171481828768115
software_fixture_not_chemical_prediction,14.428857715430862,hemiaminal_addition,0.03087408335934343,1.2460826597296415e-07,0.13329593493045255
software_fixture_not_chemical_prediction,14.428857715430862,direct_dehydration,0.10487679346698289,7.180262735773102e-08,0.20175671245025034
software_fixture_not_chemical_prediction,14.428857715430862,base_assisted_addition,0.004631058174642992,1.8690980823840575e-08,0.01999418090949624
software_fixture_not_chemical_prediction,14.428857715430862,base_assisted_dehydration,0.1310942530139641,8.975207907435667e-08,0.25219274787399726
software_fixture_not_chemical_prediction,14.428857715430862,one_alcohol_shuttle,0.039328797550118616,2.6925985253944962e-08,0.07565876716884391
software_fixture_not_chemical_prediction,14.428857715430862,two_alcohol_shuttle,0.005243839673349142,3.5901313666722445e-09,0.010087835622512527
software_fixture_not_chemical_prediction,14.428857715430862,three_alcohol_shuttle,0.0002621919836674575,1.7950656840950638e-10,0.0005043917811256264
software_fixture_not_chemical_prediction,14.428857715430862,hydrogenated_dimerization,-0.6865423229887843,1.1165965996262628e-07,-0.6584021900551343
software_fixture_not_chemical_prediction,14.428857715430862,decarbonylation,-1.3840279360651175e-06,-6.471679698382065e-08,-1.3421269377278304e-06
software_fixture_not_chemical_prediction,14.428857715430862,bound_alcohol_decarbonylation,-6.2116568820175025e-06,-1.940927675153773e-07,-6.0789570120401715e-06
software_fixture_not_chemical_prediction,14.428857715430862,arm_cleavage,-2.202914729917241e-05,9.563942214953821e-12,-1.8881917656830045e-05
software_fixture_not_chemical_prediction,14.428857715430862,bound_alcohol_arm_cleavage,-8.840879800215776e-05,3.7135841968248366e-11,-7.546244914319353e-05
software_fixture_not_chemical_prediction,21.64328657314629,alcohol_coordination,-0.001161658974847537,1.615316169798625e-08,0.0011394724444905738
software_fixture_not_chemical_prediction,21.64328657314629,alcohol_h_transfer,-0.03300883120993899,1.5258088768149713e-07,-0.022344626897188052
software_fixture_not_chemical_prediction,21.64328657314629,aldehyde_release,-0.003983374298919843,2.7866145640986772e-09,0.002506391315501142
software_fixture_not_chemical_prediction,21.64328657314629,imine_coordination,0.40515112073563186,-5.3104324215791365e-08,0.4005086368769833
software_fixture_not_chemical_prediction,21.64328657314629,imine_hydrogenation,0.5367386165279692,-7.087154030305243e-08,0.5404656427255417
software_fixture_not_chemical_prediction,21.64328657314629,product_release,0.0029226823397403103,-4.693607061172222e-10,0.012763685987274136
software_fixture_not_chemical_prediction,21.64328657314629,hemiaminal_addition,0.016245784931818486,8.57374051754789e-08,0.09924647297541786
software_fixture_not_chemical_prediction,21.64328657314629,direct_dehydration,0.0556912753550286,3.7172220135328615e-08,0.16373837737058744
software_fixture_not_chemical_prediction,21.64328657314629,base_assisted_addition,0.0024368374458919413,1.2860421221873308e-08,0.014886813470075682
software_fixture_not_chemical_prediction,21.64328657314629,base_assisted_dehydration,0.06961313838328397,4.6464619499198e-08,0.20467039101794837
software_fixture_not_chemical_prediction,21.64328657314629,one_alcohol_shuttle,0.02088422825813576,1.393958255074823e-08,0.06140189151397035
software_fixture_not_chemical_prediction,21.64328657314629,two_alcohol_shuttle,0.002784563767751426,1.8586110072868478e-09,0.008186918868529383
software_fixture_not_chemical_prediction,21.64328657314629,three_alcohol_shuttle,0.00013922818838757166,9.293055035350037e-11,0.00040934594342646914
software_fixture_not_chemical_prediction,21.64328657314629,hydrogenated_dimerization,-0.584247381597662,8.488231484360398e-08,-0.6529320049808851
software_fixture_not_chemical_prediction,21.64328657314629,decarbonylation,-1.4241768042846916e-06,-3.957171749076349e-08,-1.3611826689939934e-06
software_fixture_not_chemical_prediction,21.64328657314629,bound_alcohol_decarbonylation,-6.376453941139853e-06,-1.1835606306908567e-07,-6.144561638388577e-06
software_fixture_not_chemical_prediction,21.64328657314629,arm_cleavage,-2.6778489482196295e-05,7.1283489161866505e-12,-2.0565350822672067e-05
software_fixture_not_chemical_prediction,21.64328657314629,bound_alcohol_arm_cleavage,-0.00010708871993460111,2.7721835948752577e-11,-8.225774359931077e-05
software_fixture_not_chemical_prediction,28.857715430861724,alcohol_coordination,-0.0009241373846035323,1.2264910957508757e-08,0.000689259937928107
software_fixture_not_chemical_prediction,28.857715430861724,alcohol_h_transfer,-0.02379585649496949,1.1367765909153782e-07,-0.02358421893821578
software_fixture_not_chemical_prediction,28.857715430861724,aldehyde_release,-0.003128175055452202,1.819370100322043e-09,0.001255883653167546
software_fixture_not_chemical_prediction,28.857715430861724,imine_coordination,0.4110156774286642,-4.6368987760558866e-08,0.40213616840889166
software_fixture_not_chemical_prediction,28.857715430861724,imine_hydrogenation,0.5423716250983746,-6.136365560127643e-08,0.5403108430430348
software_fixture_not_chemical_prediction,28.857715430861724,product_release,0.003637905411831337,-3.976044962022973e-10,0.010807228620417959
software_fixture_not_chemical_prediction,28.857715430861724,hemiaminal_addition,0.010540123343072102,6.897275369940892e-08,0.0815437094116849
software_fixture_not_chemical_prediction,28.857715430861724,direct_dehydration,0.032917527108208194,2.0290546236256812e-08,0.13895534742827553
software_fixture_not_chemical_prediction,28.857715430861724,base_assisted_addition,0.0015809977016071287,1.0345753464861829e-08,0.012231426145977827
software_fixture_not_chemical_prediction,28.857715430861724,base_assisted_dehydration,0.04114632517708115,2.5362805723683213e-08,0.17369197955988178
software_fixture_not_chemical_prediction,28.857715430861724,one_alcohol_shuttle,0.0123440726655781,7.60895484119839e-09,0.0521082552856034
software_fixture_not_chemical_prediction,28.857715430861724,two_alcohol_shuttle,0.0016458763554104043,1.014527311986313e-09,0.006947767371413783
software_fixture_not_chemical_prediction,28.857715430861724,three_alcohol_shuttle,8.229381777052065e-05,5.072636559931565e-11,0.0003473883685706894
software_fixture_not_chemical_prediction,28.857715430861724,hydrogenated_dimerization,-0.4620753732930788,6.034297161949809e-08,-0.6265985644524293
software_fixture_not_chemical_prediction,28.857715430861724,decarbonylation,-1.4553926573971056e-06,-3.027818576139634e-08,-1.3774024469383017e-06
software_fixture_not_chemical_prediction,28.857715430861724,bound_alcohol_decarbonylation,-6.515656689523995e-06,-9.0354710941701e-08,-6.206704285463823e-06
software_fixture_not_chemical_prediction,28.857715430861724,arm_cleavage,-3.077852940032939e-05,6.249035909230722e-12,-2.2258982843371775e-05
software_fixture_not_chemical_prediction,28.857715430861724,bound_alcohol_arm_cleavage,-0.00012281612213102937,2.431685156511175e-11,-8.899968692092508e-05
software_fixture_not_chemical_prediction,36.07214428857716,alcohol_coordination,-0.0006577567544336662,1.057343847860829e-08,0.00045903682217096246
software_fixture_not_chemical_prediction,36.07214428857716,alcohol_h_transfer,-0.01619460814079317,9.662308881122628e-08,-0.023013407106187562
software_fixture_not_chemical_prediction,36.07214428857716,aldehyde_release,-0.002226696785994412,1.3679749126006835e-09,0.0006443730496433261
software_fixture_not_chemical_prediction,36.07214428857716,imine_coordination,0.41303611090964465,-4.20008766099933e-08,0.40370670616208265
software_fixture_not_chemical_prediction,36.07214428857716,imine_hydrogenation,0.5456738623999394,-5.5489575268019564e-08,0.540908991398332
software_fixture_not_chemical_prediction,36.07214428857716,product_release,0.004526670610920606,-4.234063811364708e-10,0.009760956592746521
software_fixture_not_chemical_prediction,36.07214428857716,hemiaminal_addition,0.007721667023659854,6.093986063427509e-08,0.0702714219434804
software_fixture_not_chemical_prediction,36.07214428857716,direct_dehydration,0.022117961175193063,1.347639423318614e-08,0.12155129392585934
software_fixture_not_chemical_prediction,36.07214428857716,base_assisted_addition,0.0011582339325767093,9.140832867319745e-09,0.010540600433198703
software_fixture_not_chemical_prediction,36.07214428857716,base_assisted_dehydration,0.027647045199104898,1.684522977357661e-08,0.15193717981105284
software_fixture_not_chemical_prediction,36.07214428857716,one_alcohol_shuttle,0.008294235440697427,5.053647838745845e-09,0.04558173522219731
software_fixture_not_chemical_prediction,36.07214428857716,two_alcohol_shuttle,0.0011058980587596479,6.738197118327793e-10,0.006077564696292971
software_fixture_not_chemical_prediction,36.07214428857716,three_alcohol_shuttle,5.529490293798283e-05,3.369098558892846e-11,0.0003038782348146488
software_fixture_not_chemical_prediction,36.07214428857716,hydrogenated_dimerization,-0.3474259194173824,4.217803228900863e-08,-0.5920517323757417
software_fixture_not_chemical_prediction,36.07214428857716,decarbonylation,-1.4791753059230506e-06,-2.626016629507599e-08,-1.3914282698693956e-06
software_fixture_not_chemical_prediction,36.07214428857716,bound_alcohol_decarbonylation,-6.625013159573241e-06,-7.823691330146317e-08,-6.263458467643463e-06
software_fixture_not_chemical_prediction,36.07214428857716,arm_cleavage,-3.3895870325679425e-05,5.892731262798975e-12,-2.383236409966833e-05
software_fixture_not_chemical_prediction,36.07214428857716,bound_alcohol_arm_cleavage,-0.00013505869370555824,2.2933689235865584e-11,-9.523457245152672e-05
software_fixture_not_chemical_prediction,43.28657314629258,alcohol_coordination,-0.0004175311437464371,9.73307040806658e-09,0.00033303316281639074
software_fixture_not_chemical_prediction,43.28657314629258,alcohol_h_transfer,-0.010248778327157655,8.807658511029992e-08,-0.021758910583779014
software_fixture_not_chemical_prediction,43.28657314629258,aldehyde_release,-0.0014333519211772133,1.1211869737747654e-09,0.000331933608382914
software_fixture_not_chemical_prediction,43.28657314629258,imine_coordination,0.41309384381406733,-3.929388436851866e-08,0.4049057707334954
software_fixture_not_chemical_prediction,43.28657314629258,imine_hydrogenation,0.5474511419948529,-5.200859243270628e-08,0.5416365396834919
software_fixture_not_chemical_prediction,43.28657314629258,product_release,0.00535410342683718,-4.72314604961499e-10,0.009150940462545398
software_fixture_not_chemical_prediction,43.28657314629258,hemiaminal_addition,0.006152857065090849,5.672584051444329e-08,0.062237723341910973
software_fixture_not_chemical_prediction,43.28657314629258,direct_dehydration,0.01664098043171114,1.078395411163724e-08,0.10857073011129059
software_fixture_not_chemical_prediction,43.28657314629258,base_assisted_addition,0.0009229149810010218,8.508735585143097e-09,0.00933555807655662
software_fixture_not_chemical_prediction,43.28657314629258,base_assisted_dehydration,0.020800907877820185,1.3479723535297916e-08,0.135711675271459
software_fixture_not_chemical_prediction,43.28657314629258,one_alcohol_shuttle,0.006240367661891704,4.043982791863965e-09,0.04071402379173403
software_fixture_not_chemical_prediction,43.28657314629258,two_alcohol_shuttle,0.0008320490215855511,5.391977056902822e-10,0.005428536505564535
software_fixture_not_chemical_prediction,43.28657314629258,three_alcohol_shuttle,4.1602451079278e-05,2.69598852790931e-11,0.0002714268252782269
software_fixture_not_chemical_prediction,43.28657314629258,hydrogenated_dimerization,-0.25181831883705946,2.9298607762129336e-08,-0.5548232249946518
software_fixture_not_chemical_prediction,43.28657314629258,decarbonylation,-1.497111877228765e-06,-2.42825318277049e-08,-1.4037282175697097e-06
software_fixture_not_chemical_prediction,43.28657314629258,bound_alcohol_decarbonylation,-6.70805134265185e-06,-7.226110081777988e-08,-6.314741625653022e-06
software_fixture_not_chemical_prediction,43.28657314629258,arm_cleavage,-3.62764326758346e-05,5.747260055832728e-12,-2.5263849000685342e-05
software_fixture_not_chemical_prediction,43.28657314629258,bound_alcohol_arm_cleavage,-0.0001443978779001165,2.236714589584632e-11,-0.00010089410865832049
software_fixture_not_chemical_prediction,50.501002004008015,alcohol_coordination,-0.00022284035425128526,9.278108700002275e-09,0.0002626401697328963
software_fixture_not_chemical_prediction,50.501002004008015,alcohol_h_transfer,-0.005809365869434729,8.340288237124183e-08,-0.02026019130473985
software_fixture_not_chemical_prediction,50.501002004008015,aldehyde_release,-0.0007988424184749351,9.724951033265178e-10,0.00017634215753844687
software_fixture_not_chemical_prediction,50.501002004008015,imine_coordination,0.41235459458588536,-3.7632528482323124e-08,0.4057568172165349
software_fixture_not_chemical_prediction,50.501002004008015,imine_hydrogenation,0.5483544916827551,-4.996488878195038e-08,0.5423208943180708
software_fixture_not_chemical_prediction,50.501002004008015,product_release,0.006034698898141732,-5.204341584422179e-10,0.008777708317414182
software_fixture_not_chemical_prediction,50.501002004008015,hemiaminal_addition,0.005227095832664422,5.4382731227986536e-08,0.056107225342198336
software_fixture_not_chemical_prediction,50.501002004008015,direct_dehydration,0.01365146691424963,9.662508598795583e-09,0.09843440526021006
software_fixture_not_chemical_prediction,50.501002004008015,base_assisted_addition,0.0007840522167898956,8.15727102900822e-09,0.008415992869724262
software_fixture_not_chemical_prediction,50.501002004008015,base_assisted_dehydration,0.01706406245499024,1.207793292115622e-08,0.12304142578758073
software_fixture_not_chemical_prediction,50.501002004008015,one_alcohol_shuttle,0.005119300092843637,3.6234407254157053e-09,0.03691290197257881
software_fixture_not_chemical_prediction,50.501002004008015,two_alcohol_shuttle,0.0006825733457124759,4.831254300698834e-10,0.004921720263010506
software_fixture_not_chemical_prediction,50.501002004008015,three_alcohol_shuttle,3.4128667285624206e-05,2.4156271499428412e-11,0.00024608601315052555
software_fixture_not_chemical_prediction,50.501002004008015,hydrogenated_dimerization,-0.17762086954241182,2.02620478173543e-08,-0.5178090227562466
software_fixture_not_chemical_prediction,50.501002004008015,decarbonylation,-1.5105074742969416e-06,-2.322437133396163e-08,-1.4146030452029803e-06
software_fixture_not_chemical_prediction,50.501002004008015,bound_alcohol_decarbonylation,-6.7696546675940925e-06,-6.90531365114649e-08,-6.360843646468387e-06
software_fixture_not_chemical_prediction,50.501002004008015,arm_cleavage,-3.8109557891000795e-05,5.700837927267478e-12,-2.6559888922982356e-05
software_fixture_not_chemical_prediction,50.501002004008015,bound_alcohol_arm_cleavage,-0.00015158407468446355,2.218507338556594e-11,-0.00010601087512837974
software_fixture_not_chemical_prediction,57.71543086172345,alcohol_coordination,-7.474675389788865e-05,9.020348711721925e-09,0.0002236681548268761
software_fixture_not_chemical_prediction,57.71543086172345,alcohol_h_transfer,-0.002608620116154627,8.072100918373945e-08,-0.01871882079669343
software_fixture_not_chemical_prediction,57.71543086172345,aldehyde_release,-0.00032034196949517953,8.783499792839981e-10,0.00010713221058553198
software_fixture_not_chemical_prediction,57.71543086172345,imine_coordination,0.411418086085631,-3.66152404507325e-08,0.4063426173922141
software_fixture_not_chemical_prediction,57.71543086172345,imine_hydrogenation,0.5487861877210677,-4.876900305816889e-08,0.5429204173266722
software_fixture_not_chemical_prediction,57.71543086172345,product_release,0.006556644210506239,-5.60769017159124e-10,0.00854175762397882
software_fixture_not_chemical_prediction,57.71543086172345,hemiaminal_addition,0.004665924369079601,5.303678941165346e-08,0.05121835179295417
software_fixture_not_chemical_prediction,57.71543086172345,direct_dehydration,0.011925413906225637,9.152782457291786e-09,0.09024672987053625
software_fixture_not_chemical_prediction,57.71543086172345,base_assisted_addition,0.0006998772717491479,7.955379435070631e-09,0.007682669402409581
software_fixture_not_chemical_prediction,57.71543086172345,base_assisted_dehydration,0.014906521080871768,1.1440780395971517e-08,0.11280695794923916
software_fixture_not_chemical_prediction,57.71543086172345,one_alcohol_shuttle,0.004472030214834638,3.4322934208338984e-09,0.03384252370145112
software_fixture_not_chemical_prediction,57.71543086172345,two_alcohol_shuttle,0.0005962706953112762,4.576391227778531e-10,0.0045123364935268145
software_fixture_not_chemical_prediction,57.71543086172345,three_alcohol_shuttle,2.981353476556422e-05,2.2881956139570283e-11,0.00022561682467634099
software_fixture_not_chemical_prediction,57.71543086172345,hydrogenated_dimerization,-0.12271774628024396,1.3957130576280896e-08,-0.48256166117627786
software_fixture_not_chemical_prediction,57.71543086172345,decarbonylation,-1.5204769751601997e-06,-2.2633044122274727e-08,-1.4242615287371394e-06
software_fixture_not_chemical_prediction,57.71543086172345,bound_alcohol_decarbonylation,-6.814739565209517e-06,-6.725029500094104e-08,-6.402151767730239e-06
software_fixture_not_chemical_prediction,57.71543086172345,arm_cleavage,-3.955844757378319e-05,5.7056022843078764e-12,-2.773457176861624e-05
software_fixture_not_chemical_prediction,57.71543086172345,bound_alcohol_arm_cleavage,-0.00015726172124629244,2.2202033858305728e-11,-0.0001106440558165244
software_fixture_not_chemical_prediction,64.92985971943888,alcohol_coordination,3.3332929908353545e-05,8.871789300224982e-09,0.00020290881009428046
software_fixture_not_chemical_prediction,64.92985971943888,alcohol_h_transfer,-0.000359802700785562,7.914813416590085e-08,-0.017231687628112325
software_fixture_not_chemical_prediction,64.92985971943888,aldehyde_release,2.661969190313324e-05,8.174267700744554e-10,8.610633749430891e-05
software_fixture_not_chemical_prediction,64.92985971943888,imine_coordination,0.41054777616078597,-3.599558701106176e-08,0.40674062431892255
software_fixture_not_chemical_prediction,64.92985971943888,imine_hydrogenation,0.5489727046349471,-4.8074861536129276e-08,0.5434338545854163
software_fixture_not_chemical_prediction,64.92985971943888,product_release,0.006939338665168756,-5.922499305213713e-10,0.00838843219770118
software_fixture_not_chemical_prediction,64.92985971943888,hemiaminal_addition,0.004321763604163583,5.225150363774578e-08,0.04720078131375281
software_fixture_not_chemical_prediction,64.92985971943888,direct_dehydration,0.010893581245898547,8.899700983111547e-09,0.08346632545651363
software_fixture_not_chemical_prediction,64.92985971943888,base_assisted_addition,0.0006482535412598026,7.837584989648858e-09,0.007080040036776765
software_fixture_not_chemical_prediction,64.92985971943888,base_assisted_dehydration,0.013616743194640572,1.1124428874603742e-08,0.1043315568969692
software_fixture_not_chemical_prediction,64.92985971943888,one_alcohol_shuttle,0.0040850929672119765,3.33738786866683e-09,0.03129987204619265
software_fixture_not_chemical_prediction,64.92985971943888,two_alcohol_shuttle,0.0005446790622949215,4.449850491338933e-10,0.004173316272825684
software_fixture_not_chemical_prediction,64.92985971943888,three_alcohol_shuttle,2.723395311474649e-05,2.2249252455339413e-11,0.00020866581364128444
software_fixture_not_chemical_prediction,64.92985971943888,hydrogenated_dimerization,-0.08341990689892538,9.587443061676026e-09,-0.44984625642270987
software_fixture_not_chemical_prediction,64.92985971943888,decarbonylation,-1.5279412566334466e-06,-2.2297704444696444e-08,-1.432867421095902e-06
software_fixture_not_chemical_prediction,64.92985971943888,bound_alcohol_decarbonylation,-6.847618945525637e-06,-6.621771447827375e-08,-6.439101724116122e-06
software_fixture_not_chemical_prediction,64.92985971943888,arm_cleavage,-4.074607924776528e-05,5.7381312090656715e-12,-2.8803404548497598e-05
software_fixture_not_chemical_prediction,64.92985971943888,bound_alcohol_arm_cleavage,-0.000161915041853219,2.2327091889727535e-11,-0.00011485682695921061
software_fixture_not_chemical_prediction,72.14428857715431,alcohol_coordination,0.00010997989068831881,8.786530648232488e-09,0.0001927837761498707
software_fixture_not_chemical_prediction,72.14428857715431,alcohol_h_transfer,0.001189920189275644,7.82219866859047e-08,-0.0158431960540821
software_fixture_not_chemical_prediction,72.14428857715431,aldehyde_release,0.00027131931490628167,7.777220336919327e-10,9.160363383947149e-05
software_fixture_not_chemical_prediction,72.14428857715431,imine_coordination,0.40983311465520567,-3.562330475048725e-08,0.40701025452704687
software_fixture_not_chemical_prediction,72.14428857715431,imine_hydrogenation,0.5490360170098961,-4.768009564948272e-08,0.5438715087901661
software_fixture_not_chemical_prediction,72.14428857715431,product_release,0.007211346474310228,-6.158501434511132e-10,0.008286011881512437
software_fixture_not_chemical_prediction,72.14428857715431,hemiaminal_addition,0.004109732856514421,5.179148944434164e-08,0.04382714535326323
software_fixture_not_chemical_prediction,72.14428857715431,direct_dehydration,0.010264919785750583,8.765286489686996e-09,0.07774500028738185
software_fixture_not_chemical_prediction,72.14428857715431,base_assisted_addition,0.0006164490723038549,7.768580526914745e-09,0.0065739998411020045
software_fixture_not_chemical_prediction,72.14428857715431,base_assisted_dehydration,0.012830922314674737,1.0956408750747992e-08,0.09717998831850591
software_fixture_not_chemical_prediction,72.14428857715431,one_alcohol_shuttle,0.0038493449196564888,3.2869824336326237e-09,0.02915437510776824
software_fixture_not_chemical_prediction,72.14428857715431,two_alcohol_shuttle,0.0005132459892875233,4.382643244626658e-10,0.003887250014369095
software_fixture_not_chemical_prediction,72.14428857715431,three_alcohol_shuttle,2.5662299464376578e-05,2.191321622313329e-11,0.00019436250071845501
software_fixture_not_chemical_prediction,72.14428857715431,hydrogenated_dimerization,-0.05596327809636108,6.583601455667498e-09,-0.41995125319203486
software_fixture_not_chemical_prediction,72.14428857715431,decarbonylation,-1.5336223959168709e-06,-2.2109118357491745e-08,-1.440560054876271e-06
software_fixture_not_chemical_prediction,72.14428857715431,bound_alcohol_decarbonylation,-6.871760392974555e-06,-6.562652325662433e-08,-6.47215114588078e-06
software_fixture_not_chemical_prediction,72.14428857715431,arm_cleavage,-4.175941420646752e-05,5.7860405851847645e-12,-2.9781157325384686e-05
software_fixture_not_chemical_prediction,72.14428857715431,bound_alcohol_arm_cleavage,-0.00016588565256319874,2.2512084969610047e-11,-0.00011870861096520493
software_fixture_not_chemical_prediction,79.35871743486975,alcohol_coordination,0.00016322560385594303,8.738906521706981e-09,0.00018883589934059572
software_fixture_not_chemical_prediction,79.35871743486975,alcohol_h_transfer,0.0022422260341790168,7.76828619425754e-08,-0.01456992779677433
software_fixture_not_chemical_prediction,79.35871743486975,aldehyde_release,0.000440396564830286,7.518683309412286e-10,0.00011110888848024053
software_fixture_not_chemical_prediction,79.35871743486975,imine_coordination,0.40928334200612937,-3.540598730866762e-08,0.407193726714968
software_fixture_not_chemical_prediction,79.35871743486975,imine_hydrogenation,0.5490399682218562,-4.7465346320052504e-08,0.5442456547197676
software_fixture_not_chemical_prediction,79.35871743486975,product_release,0.007400335013926709,-6.33104681527219e-10,0.008215494811096338
software_fixture_not_chemical_prediction,79.35871743486975,hemiaminal_addition,0.00397897128679066,5.1523584693874414e-08,0.040947595775265425
software_fixture_not_chemical_prediction,79.35871743486975,direct_dehydration,0.009878160519381498,8.690920302867333e-09,0.07284620361650346
software_fixture_not_chemical_prediction,79.35871743486975,base_assisted_addition,0.0005968348295758099,7.728392019987033e-09,0.006142071827211159
software_fixture_not_chemical_prediction,79.35871743486975,base_assisted_dehydration,0.012347474940826476,1.0863447783698854e-08,0.09105656743954472
software_fixture_not_chemical_prediction,79.35871743486975,one_alcohol_shuttle,0.003704310194768084,3.259095114008931e-09,0.02731732635618883
software_fixture_not_chemical_prediction,79.35871743486975,two_alcohol_shuttle,0.0004939080259690691,4.345460150566305e-10,0.0036423101808251744
software_fixture_not_chemical_prediction,79.35871743486975,three_alcohol_shuttle,2.469540129845387e-05,2.1727300758252535e-11,0.000182115509041259
software_fixture_not_chemical_prediction,79.35871743486975,hydrogenated_dimerization,-0.03712558709212244,4.536906857144363e-09,-0.39288384030276596
software_fixture_not_chemical_prediction,79.35871743486975,decarbonylation,-1.5380615712753276e-06,-2.2006753119267107e-08,-1.4474618740284858e-06
software_fixture_not_chemical_prediction,79.35871743486975,bound_alcohol_decarbonylation,-6.889793779962883e-06,-6.529452911978739e-08,-6.5017542299389725e-06
software_fixture_not_chemical_prediction,79.35871743486975,arm_cleavage,-4.2657863917659173e-05,5.842534843512187e-12,-3.0681094127814416e-05
software_fixture_not_chemical_prediction,79.35871743486975,bound_alcohol_arm_cleavage,-0.00016940649076224653,2.2730546692930828e-11,-0.0001222524075875379
software_fixture_not_chemical_prediction,86.57314629258516,alcohol_coordination,0.00019965947298135223,8.713971594808117e-09,0.00018841661170691167
software_fixture_not_chemical_prediction,86.57314629258516,alcohol_h_transfer,0.0029486446033706766,7.737867942963009e-08,-0.013413667128409522
software_fixture_not_chemical_prediction,86.57314629258516,aldehyde_release,0.0005554021817811986,7.351312553485756e-10,0.00013737799468488648
software_fixture_not_chemical_prediction,86.57314629258516,imine_coordination,0.40887627896061407,-3.528621805859444e-08,0.4073198894498676
