evidence_kind,time_s,cat_M,cat_alcohol_M,cat_h2_aldehyde_M,cat_h2_M,cat_h2_imine_M,cat_product_M,dimer_M,cat_co_M,cat_degraded_M,alcohol_M,aldehyde_M,amine_M,hemiaminal_M,imine_M,product_M,water_M,benzene_M,free_base_M,fixture_TOF_s-1,active_metal_fraction,cleavage_fragment_formed_M
software_fixture_not_chemical_prediction,72.14428857715431,4.274373391724664e-06,2.537533615941494e-05,5.0315470578628665e-06,0.000491342670147879,3.389994140059414e-05,6.279592960509962e-06,0.00471641998572573,3.362663796980215e-08,9.22940792575774e-07,0.9853718730992732,6.494978293985266e-05,0.9854672633920668,0.00025322722569149297,0.009605972006330033,0.004633357841548718,0.01427950938223985,3.362663796980215e-08,0.04999907705920743,0.005022684133334356,0.05662034611179855,9.22940792575774e-07
software_fixture_not_chemical_prediction,79.35871743486975,4.256470593623268e-06,2.5258167601288748e-05,5.008125303826199e-06,0.0004891251941019957,3.375102026589751e-05,6.25186683573631e-06,0.004717684840284278,3.3658267352110754e-08,9.458164617125345e-07,0.9850103894594644,6.463334079188499e-05,0.9851053227514273,0.00025186113439549254,0.009607966741215833,0.004994846485857868,0.014642816114175328,3.3658267352110754e-08,0.04999905418353828,0.005000430447729712,0.056365084470236776,9.458164617125345e-07
software_fixture_not_chemical_prediction,86.57314629258516,4.2461855169600725e-06,2.5186944192781563e-05,4.993891479133033e-06,0.0004877874707394887,3.36604494752475e-05,6.235042512294872e-06,0.004718443857877967,3.368966978841063e-08,9.686106583588746e-07,0.9846501777507204,6.446474099644225e-05,0.9847448570170568,0.00025120849625770864,0.009608968259571497,0.005355070735124414,0.015003934486683444,3.368966978841063e-08,0.049999031389341635,0.004986897078646009,0.056210998391590564,9.686106583588746e-07
software_fixture_not_chemical_prediction,93.7875751503006,4.240490740520932e-06,2.514339227407109e-05,4.985190956772438e-06,0.00048697921328382334,3.3605030421473454e-05,6.2247855625681914e-06,0.004718898409985226,3.372094681012366e-08,9.913558434922555e-07,0.9842907415446117,6.43848001613305e-05,0.984385288648949,0.00025098130162566244,0.009609376210520491,0.005714524022918767,0.015363730049423287,3.372094681012366e-08,0.049999008644156503,0.004978616830744269,0.05611781032392294,9.913558434922555e-07
software_fixture_not_chemical_prediction,101.00200400801603,4.23756759199421e-06,2.511653949657058e-05,4.9798295440167e-06,0.00048649035223861996,3.357082796821912e-05,6.2184924770788016e-06,0.004719169283467668,3.375215922975609e-08,1.014071588919301e-06,0.983931781514293,6.43582531936977e-05,0.9840262698886848,0.0002510094202244544,0.009609427493596594,0.006073503877046763,0.01572272069108864,3.375215922975609e-08,0.04999898592841108,0.00497350713750308,0.05606136093164992,1.014071588919301e-06
software_fixture_not_chemical_prediction,108.21643286573146,4.236320111405889e-06,2.5099776621006506e-05,4.976485636642813e-06,0.0004861944360317752,3.354944614721863e-05,6.214594671652134e-06,0.004719329193861156,3.378334364166007e-08,1.0367697143282077e-06,0.9835731168957563,6.4363943857526e-05,0.9836675908852136,0.00025119129388206994,0.009609263802670872,0.006432189977412455,0.01608121782090218,3.378334364166007e-08,0.049998963230285666,0.004970313296533622,0.056027105921970126,1.0367697143282077e-06
software_fixture_not_chemical_prediction,115.4308617234469,4.2360865847767966e-06,2.5089114768856927e-05,4.974361633419692e-06,0.00048601517495450055,3.353581696927335e-05,6.212145323541398e-06,0.0047194220139392465,3.38145221301572e-08,1.0594573649917046e-06,0.983214638421073,6.438913078526814e-05,0.983309124842781,0.0002514659411796776,0.00960897031634594,0.006790690937398449,0.016439409216037187,3.38145221301572e-08,0.049998940542635005,0.004968277961094053,0.05600627002343688,1.0594573649917046e-06
software_fixture_not_chemical_prediction,122.64529058116233,4.2364670208889105e-06,2.508214369037628e-05,4.972975599524459e-06,0.00048590648033094064,3.352687786065488e-05,6.210572269793273e-06,0.004719474249328339,3.3845708047694186e-08,1.0821388630816781e-06,0.9828562800025991,6.442612330546523e-05,0.9829507950909008,0.0002517966232612447,0.009608598386712882,0.007149072448992496,0.01679740828583581,3.3845708047694186e-08,0.049998917861136916,0.004966943475351614,0.05599355167721785,1.0821388630816781e-06
software_fixture_not_chemical_prediction,129.85971943887776,4.237219461585541e-06,2.5077405955886536e-05,4.972036121987987e-06,0.000485840485837324,3.3520776843265955e-05,6.209529513841457e-06,0.004719501926266216,3.3876909478382424e-08,1.104816824182869e-06,0.982498001654943,6.447027322079713e-05,0.9825925552471495,0.00025216116363417136,0.009608179024605331,0.007507374258251723,0.017155283589214143,3.3876909478382424e-08,0.049998895183175816,0.004966033091457542,0.05598574537338915,1.104816824182869e-06
software_fixture_not_chemical_prediction,137.0741482965932,4.23819747594713e-06,2.5074019868370208e-05,4.9713669066574115e-06,0.0004858003338537634,3.35163934952855e-05,6.208807730330096e-06,0.004719514739853307,3.390813132287371e-08,1.1274928316922963e-06,0.9821397791793702,6.451876889929813e-05,0.9822343772431742,0.00025254616036767517,0.009607730976162104,0.007865620419068246,0.017513076596455946,3.390813132287371e-08,0.04999887250716831,0.004965379381633734,0.05598091193303537,1.1274928316922963e-06
software_fixture_not_chemical_prediction,144.28857715430863,4.239312426513111e-06,2.507145191504646e-05,4.970861278695246e-06,0.0004857758238823429,3.3513049839316846e-05,6.208280253058395e-06,0.004719518556592033,3.393937655603245e-08,1.150167844389855e-06,0.9817815979297604,6.456990892107175e-05,0.9818762440912501,0.0002529435092446221,0.00960726557952418,0.008223825489886512,0.01787081239950305,3.393937655603245e-08,0.049998849832155606,0.004964881034167078,0.05597787795949728,1.150167844389855e-06
software_fixture_not_chemical_prediction,151.50300601202406,4.240510656560315e-06,2.50693792499931e-05,4.970454685771537e-06,0.0004857607831516715,3.35103356049961e-05,6.207870430379963e-06,0.004719516926565322,3.397064698704673e-08,1.172842442983271e-06,0.9814234490417127,6.462266352037243e-05,0.9815181455098141,0.0002533483081516014,0.009606789693963374,0.008581998282033322,0.018228506182032055,3.397064698704673e-08,0.04999882715755701,0.004964476741545492,0.05597593337793725,1.172842442983271e-06
software_fixture_not_chemical_prediction,158.7174348697395,4.2417596585649e-06,2.50676063490394e-05,4.970108033263244e-06,0.00048575147314787204,3.3508002320199776e-05,6.207531839090689e-06,0.004719511999864307,3.400194372024783e-08,1.1955169796217032e-06,0.9810653271458658,6.467640889506851e-05,0.9811600752710852,0.00025375758903417784,0.00960630747300354,0.008940144132715626,0.01858616713987844,3.400194372024783e-08,0.04999880448302037,0.004964129374136356,0.055974648134803004,1.1955169796217032e-06
software_fixture_not_chemical_prediction,165.93186372745492,4.243039773446501e-06,2.5066015008760904e-05,4.969797686646314e-06,0.0004857456336796297,3.350589977165953e-05,6.207236413751562e-06,0.004719505076365517,3.403326743168409e-08,1.2181916676274678e-06,0.9807072289956122,6.473076782796463e-05,0.9808020296094012,0.00025416955789808103,0.009605821427417206,0.00929826626909582,0.01894380083269842,3.403326743168409e-08,0.04999878180833236,0.004963816485321056,0.05597376223338945,1.2181916676274678e-06
software_fixture_not_chemical_prediction,173.14629258517033,4.2443390791503875e-06,2.5064533569969894e-05,4.9695093178038066e-06,0.0004857418944786508,3.350393689460904e-05,6.2069671398289695e-06,0.004719496944132346,3.40646185394497e-08,1.2408666367427223e-06,0.9803491526222567,6.478551157528877e-05,0.9804440062413367,0.0002545831273050485,0.009605333079244487,0.009656366648077163,0.019301410631356066,3.40646185394497e-08,0.04999875913336325,0.004963524467146823,0.05597311804800129,1.2408666367427223e-06
software_fixture_not_chemical_prediction,180.36072144288576,4.245650363553999e-06,2.5063118696784322e-05,4.969234261799773e-06,0.00048573942683832874,3.350205861767988e-05,6.20671372765636e-06,0.004719488079765518,3.409599730458069e-08,1.26354196584355e-06,0.9799910968347805,6.484050177067476e-05,0.9800860037855051,0.00025499763969714397,0.009604843348904263,0.010014446453545787,0.019658998574795365,3.409599730458069e-08,0.04999873645803415,0.004963245090213773,0.0559726202505803,1.26354196584355e-06
software_fixture_not_chemical_prediction,187.5751503006012,4.2469692567851305e-06,2.5061744139196805e-05,4.96896726998343e-06,0.00048573772875989024,3.350023158232487e-05,6.206469944366792e-06,0.0047194787719702135,3.4127403893319094e-08,1.2862177031187725e-06,0.9796330609113046,6.489565458497408e-05,0.9797280214047009,0.00025541269680574293,0.00960435279390573,0.010372506403058628,0.020016565898491025,3.4127403893319094e-08,0.04999871378229687,0.004962973369702954,0.055972211095254715,1.2862177031187725e-06
software_fixture_not_chemical_prediction,194.78957915831663,4.248293117634884e-06,2.5060394034764985e-05,4.9687051706793665e-06,0.00048573649688044224,3.349843563056167e-05,6.206232023514075e-06,0.004719469195212937,3.415883841424879e-08,1.3088938780991953e-06,0.9792750444151765,6.495091935774458e-05,0.9793700585925764,0.00025582805798441717,0.009603861751125766,0.010730546930657076,0.020374113349436892,3.415883841424879e-08,0.04999869110612189,0.004962706293377561,0.05597185568575972,1.3088938780991953e-06
software_fixture_not_chemical_prediction,202.00400801603206,4.249620344787155e-06,2.5059058767864854e-05,4.968446041253682e-06,0.0004857355472965245,3.349665854288341e-05,6.205997681912088e-06,0.004719459455257362,3.419030094126755e-08,1.3315705090947e-06,0.9789170470812713,6.500626538159621e-05,0.9790121150417612,0.0002562435773692115,0.009603370424759523,0.011088568299883006,0.020731641380867298,3.419030094126755e-08,0.04999866842949089,0.004962442035257583,0.05597153286752258,1.3315705090947e-06
software_fixture_not_chemical_prediction,209.2184368737475,4.250949963335651e-06,2.5057732484430306e-05,4.968188711191369e-06,0.0004857347680413975,3.349489287997248e-05,6.205765529540974e-06,0.004719449616495466,3.4221791527382595e-08,1.354247607658237e-06,0.9785590687477518,6.506167396829345e-05,0.9786541905647056,0.0002566591661660919,0.00960287893910644,0.011446570671610166,0.021089150269126094,3.4221791527382595e-08,0.04999864575239233,0.004962179483673939,0.05597122976098681,1.354247607658237e-06
software_fixture_not_chemical_prediction,216.43286573146293,4.252281391616512e-06,2.5056411690353837e-05,4.967932481849428e-06,0.00048573409228403944,3.349313420154424e-05,6.205534736757317e-06,0.004719439717361254,3.4253310212497024e-08,1.3769251811035062e-06,0.9782011093175854,6.511713397452648e-05,0.9782962850490405,0.00025707477138300493,0.009602387368338829,0.011804554142297046,0.02144664017957415,3.4253310212497024e-08,0.049998623074818886,0.004961917975110072,0.055970938678616064,1.3769251811035062e-06
software_fixture_not_chemical_prediction,223.64729458917836,4.253614273670296e-06,2.5055094246525474e-05,4.967676925515685e-06,0.00048573347910796757,3.3491379789236716e-05,6.205304795658445e-06,0.004719429781385036,3.428485702899396e-08,1.3996032343104998e-06,0.9778431687309447,6.517263858796661e-05,0.97793839842556,0.00025749036058413924,0.009601895757848929,0.012162518771419835,0.021804111213853634,3.428485702899396e-08,0.04999860039676568,0.0049616571033542604,0.05597065491385742,1.3996032343104998e-06
software_fixture_not_chemical_prediction,230.8617234468938,4.25494839534702e-06,2.505377886369626e-05,4.967421784407577e-06,0.00048573290385335344,3.348962800469027e-05,6.205075400154291e-06,0.00471941982274785,3.431643200454862e-08,1.422281770632897e-06,0.9774852469513422,6.52281837168717e-05,0.9775805306521375,0.00025790591422415087,0.009601404134976049,0.012520464595255241,0.02216156343363611,3.431643200454862e-08,0.04999857771822935,0.004961396623586504,0.055970375630164895,1.422281770632897e-06
software_fixture_not_chemical_prediction,238.07615230460922,4.256283623583182e-06,2.5052464739602823e-05,4.967166898115192e-06,0.00048573235117410575,3.348787782839327e-05,6.204846359784771e-06,0.004719409850274343,3.434803516414212e-08,1.4449607925500837e-06,0.9771273439556616,6.528376682579797e-05,0.9772226817021586,0.00025832142014560943,0.009600912516716244,0.012878391636789121,0.022518996877693518,3.434803516414212e-08,0.049998555039207436,0.00496113638345673,0.0559700990623585,1.4449607925500837e-06
software_fixture_not_chemical_prediction,245.29058116232466,4.2576198872112e-06,2.5051151442233836e-05,4.966912180261089e-06,0.00048573181280801966,3.348612871135573e-05,6.204617572019996e-06,0.004719399868715238,3.4379666530726056e-08,1.467640301877193e-06,0.9767694597309575,6.533938656640094e-05,0.9768648515608113,0.00025873687180584195,0.009600420912199745,0.013236299908897577,0.022876411567380673,3.4379666530726056e-08,0.04999853235969811,0.004960876300929736,0.05596982426011015,1.467640301877193e-06
software_fixture_not_chemical_prediction,252.5050100200401,4.258957132183682e-06,2.504983864253962e-05,4.966657565054581e-06,0.0004857312824615572,3.348438023542261e-05,6.204388958774575e-06,0.004719389881689041,3.441132612668551e-08,1.4903203002446819e-06,0.9764115942671107,6.539504191923954e-05,0.976507040216562,0.00025915226422411575,0.00959992932837018,0.013594189421647349,0.0232338075192117,3.441132612668551e-08,0.049998509679699744,0.00496061631351998,0.055969550499553225,1.4903203002446819e-06
software_fixture_not_chemical_prediction,259.7194388777555,4.260295332982822e-06,2.5048526182456945e-05,4.966403020894256e-06,0.0004857307571125669,3.348263219972492e-05,6.204160482566182e-06,0.004719379890932921,3.444301397348546e-08,1.5130007889768901e-06,0.9760537475586996,6.54507324122641e-05,0.9761492476633274,0.0002595675950132041,0.009599437768538992,0.013952060180435825,0.02359118474165708,3.444301397348546e-08,0.049998486999211014,0.004960356391209335,0.05596927743311919,1.5130007889768901e-06
software_fixture_not_chemical_prediction,266.9338677354709,4.261634475570859e-06,2.504721397232356e-05,4.966148529855579e-06,0.0004857302350478498,3.348088449032154e-05,6.203932122160007e-06,0.0047193698974312675,3.447473009224461e-08,1.5356817692764574e-06,0.9756959196021838,6.550645779350815e-05,0.9757914738972079,0.00025998286282259963,0.009598946234564207,0.014309912188790585,0.02394854323996725,3.447473009224461e-08,0.04999846431823071,0.004960096516971699,0.05596900486380813,1.5356817692764574e-06
software_fixture_not_chemical_prediction,274.1482965931864,4.2629745478215125e-06,2.504590193388684e-05,4.965894076295316e-06,0.00048572971477235416,3.3479137007769166e-05,6.203703859030809e-06,0.004719359902042999,3.450647450404506e-08,1.558363242326501e-06,0.9753381103943379,6.556221784772804e-05,0.9754337189146687,0.0002603980664747634,0.009598454728061378,0.014667745449926174,0.024305883018854328,3.450647450404506e-08,0.04999844163675766,0.0049598366759482995,0.055968732619715786,1.558363242326501e-06
software_fixture_not_chemical_prediction,281.3627254509018,4.264315543081514e-06,2.5044590022008233e-05,4.96563965119138e-06,0.0004857291954242981,3.347738969469937e-05,6.20347568251252e-06,0.004719349905262858,3.4538247229741796e-08,1.5810452092491424e-06,0.9749803199328423,6.561801246496963e-05,0.975075982713226,0.00026081320529483315,0.009597963249943003,0.01502555996615667,0.02466320408147686,3.4538247229741796e-08,0.049998418954790735,0.004959576859564657,0.05596846060177911,1.5810452092491424e-06
software_fixture_not_chemical_prediction,288.57715430861725,4.2656574596950105e-06,2.5043278221245142e-05,4.965385251459596e-06,0.0004857286767104261,3.347564253148448e-05,6.203247588994008e-06,0.0047193399072586375,3.457004829012374e-08,1.6037276711166548e-06,0.9746225482162,6.567384163105309e-05,0.9747182652913504,0.0002612282790579261,0.009597471800490453,0.015383355738978512,0.02502050642958942,3.457004829012374e-08,0.04999839627232887,0.004959317064887051,0.055968188776330426,1.6037276711166548e-06
software_fixture_not_chemical_prediction,295.79158316633266,4.267000296916013e-06,2.5041966521514224e-05,4.965130875087375e-06,0.0004857281584400377,3.347389550530789e-05,6.203019576137807e-06,0.004719329908139143,3.4601877705981055e-08,1.6264106289927902e-06,0.9742647952430633,6.572970534922841e-05,0.9743605666476852,0.00026164328762029573,0.009596980379871115,0.015741132769739725,0.025377790064692263,3.4601877705981055e-08,0.049998373589370995,0.004959057290000132,0.0559679171215001,1.6264106289927902e-06
software_fixture_not_chemical_prediction,303.0060120240481,4.268344053998529e-06,2.5040654912732122e-05,4.964876520062128e-06,0.00048572764042243295,3.3472148603353006e-05,6.202791641606449e-06,0.004719319908013181,3.463373549810392e-08,1.6490940839413014e-06,0.9739070610120846,6.578560362274559e-05,0.9740028867808739,0.00026205823083819564,0.009596488988252376,0.01609889105978835,0.025735054988285662,3.463373549810392e-08,0.04999835090591605,0.004958797532988609,0.05596764561541851,1.6490940839413014e-06
software_fixture_not_chemical_prediction,310.2204408817635,4.269688730346192e-06,2.5039343385663598e-05,4.964622184540855e-06,0.00048572712248312974,3.347040181388077e-05,6.202563783264319e-06,0.004719309906980223,3.466562168737393e-08,1.671778037027846e-06,0.9735493455219456,6.584153645775328e-05,0.9736452256895936,0.00026247310858070583,0.009595997625783451,0.016456630610442825,0.026092301201823397,3.466562168737393e-08,0.049998328221962964,0.004958537792098611,0.05596737423808254,1.671778037027846e-06
software_fixture_not_chemical_prediction,317.434869739479,4.271034326380303e-06,2.503803193722384e-05,4.9643678679103206e-06,0.00048572660456524283,3.346865513296569e-05,6.20233600043537e-06,0.004719299905072115,3.469753629455007e-08,1.6944624893039015e-06,0.9731916487714916,6.589750388002075e-05,0.9732875833727114,0.00026288792081025764,0.009595506292482922,0.0168143514228598,0.0264495287064761,3.469753629455007e-08,0.04999830553751069,0.004958278066743153,0.05596710298301584,1.6944624893039015e-06
software_fixture_not_chemical_prediction,324.6492985971944,4.272380842737605e-06,2.5036720565738498e-05,4.964113569839322e-06,0.00048572608663896203,3.346690855847568e-05,6.202108292777459e-06,0.004719289902305152,3.472947934021154e-08,1.7171474418122674e-06,0.9728339707595944,6.595350591945785e-05,0.9729299598291271,0.0002633026675107162,0.009595014988339774,0.01717205349816886,0.02680673750335986,3.472947934021154e-08,0.049998282852558175,0.004958018356602165,0.055966831846853055,1.7171474418122674e-06
software_fixture_not_chemical_prediction,331.86372745490985,4.273728280292331e-06,2.503540927077911e-05,4.963859290245824e-06,0.00048572556869834184,3.346516208986232e-05,6.201880660246174e-06,0.004719279898681884,3.476145084529608e-08,1.7398328956065267e-06,0.9724763114851851,6.600954261060468e-05,0.9725723550578059,0.0002637173486846825,0.009594523713315999,0.01752973683744102,0.027163927593507105,3.476145084529608e-08,0.04999826016710438,0.004957758661593526,0.05596656082897676,1.7398328956065267e-06
software_fixture_not_chemical_prediction,339.07815631262525,4.2750766399187085e-06,2.503409805191722e-05,4.963605029047792e-06,0.00048572505073743677,3.346341572657717e-05,6.201653102797101e-06,0.004719269894204861,3.479345083074146e-08,1.7625188517402616e-06,0.9721186709471946,6.606561398800131e-05,0.9722147690577126,0.0002641319643347572,0.00959403246737359,0.017887401441747303,0.027521098977950246,3.479345083074146e-08,0.04999823748114825,0.004957498981635057,0.055966289928769467,1.7625188517402616e-06
software_fixture_not_chemical_prediction,346.29258517034066,4.276425922490971e-06,2.5032786908724366e-05,4.9633507861631925e-06,0.0004857245327503014,3.346166946807182e-05,6.201425620385828e-06,0.004719259888876633,3.4825479317485425e-08,1.785205311267055e-06,0.9717610491445537,6.612172008618785e-05,0.9718572018278124,0.0002645465144635412,0.009593541250474541,0.01824504731215873,0.027878251657721707,3.4825479317485425e-08,0.049998214794688724,0.0049572393166445235,0.05596601914561375,1.785205311267055e-06
software_fixture_not_chemical_prediction,353.5070140280561,4.277776128883348e-06,2.5031475840772097e-05,4.963096561509989e-06,0.00048572401473099023,3.3459923313797854e-05,6.201198212967943e-06,0.004719249882699749,3.485753632646574e-08,1.80789227524049e-06,0.9714034460761936,6.617786093970439e-05,0.9714996533670701,0.0002649609990736353,0.009593050062580844,0.01860267444974632,0.02823538563385391,3.485753632646574e-08,0.04999819210772475,0.004956979666539629,0.055965748478892144,1.80789227524049e-06
software_fixture_not_chemical_prediction,360.7214428857715,4.2791272599700705e-06,2.503016484763195e-05,4.9628423550061475e-06,0.0004857234966735578,3.345817726320684e-05,6.200970880499032e-06,0.004719239875676761,3.4889621878620154e-08,1.8305797447141486e-06,0.9710458617410449,6.623403658309101e-05,0.9711421236744507,0.00026537541816764037,0.00959255890365449,0.018960282855581094,0.02859250090737927,3.4889621878620154e-08,0.04999816942025528,0.004956720031238022,0.05596547792798719,1.8305797447141486e-06
software_fixture_not_chemical_prediction,367.935871743487,4.28047931662537e-06,2.5028853928875468e-05,4.962588166569634e-06,0.0004857229785720586,3.345643131575037e-05,6.200743622934682e-06,0.004719229867810218,3.4921735994886424e-08,1.8532677207416139e-06,0.9706882961380388,6.629024705088782e-05,0.9707846127489194,0.0002657897717481572,0.009592067773657476,0.019317872530734075,0.028949597479330215,3.4921735994886424e-08,0.049998146732279244,0.004956460410657295,0.055965207492281406,1.8532677207416139e-06
software_fixture_not_chemical_prediction,375.1503006012024,4.281832299723477e-06,2.502754308407419e-05,4.962333996118412e-06,0.00048572246042054735,3.345468547088e-05,6.200516440230482e-06,0.00471921985910267,3.4953878696202304e-08,1.8759562043764683e-06,0.970330749266106,6.63464923776349e-05,0.9704271205894408,0.00026620405981778655,0.009591576672551791,0.019675443476276276,0.029306675350739157,3.4953878696202304e-08,0.04999812404379561,0.00495620080471498,0.05596493717115738,1.8759562043764683e-06
software_fixture_not_chemical_prediction,382.36472945891785,4.283186210241426e-06,2.5026232313037114e-05,4.9620798436181445e-06,0.0004857219422177001,3.3452939728348045e-05,6.200289332402091e-06,0.004719209849553912,3.4986050007365947e-08,1.898645196809079e-06,0.9699732211244404,6.640277260087998e-05,0.9700696471952461,0.0002666182823822692,0.009591085600292388,0.020032995693016108,0.02966373452236922,3.4986050007365947e-08,0.04999810135480318,0.004955941213376565,0.0559646669645347,1.898645196809079e-06
software_fixture_not_chemical_prediction,389.57915831663325,4.284541049090472e-06,2.5024921615910808e-05,4.961825709101569e-06,0.00048572142396849155,3.3451194088337526e-05,6.200062299538165e-06,0.0047191998391603015,3.501824994582669e-08,1.9213346989681832e-06,0.9696157117117574,6.645908775490147e-05,0.9697121925650856,0.00026703243945328664,0.009590594556830982,0.020390529182240002,0.030020774995458833,3.501824994582669e-08,0.049998078665301024,0.004955681636665833,0.055964396873047,1.9213346989681832e-06
software_fixture_not_chemical_prediction,396.7935871743487,4.285896817173635e-06,2.5023610992557917e-05,4.961571592544798e-06,0.00048572090567252507,3.3449448550670346e-05,6.1998353416622736e-06,0.004719189827921241,3.505047853068662e-08,1.944024711841691e-06,0.9692582210268744,6.651543787452991e-05,0.9693547566978109,0.0002674465310379697,0.009590103542123996,0.02074804394513255,0.030377796771148855,3.505047853068662e-08,0.04999805597528815,0.004955422074554468,0.055964126896713394,1.944024711841691e-06
software_fixture_not_chemical_prediction,404.0080160320641,4.287253515435995e-06,2.5022300442855495e-05,4.9613174939269624e-06,0.0004857203873297319,3.344770311518612e-05,6.199608458803737e-06,0.004719179815835882,3.508273578336671e-08,1.966715236499877e-06,0.968900749068763,6.657182299606195e-05,0.96899733959243,0.0002678605571433903,0.009589612556126281,0.021105539982724124,0.03073479985042437,3.508273578336671e-08,0.049998033284763495,0.004955162527018684,0.05596385703559402,1.966715236499877e-06
